nom;statut;type;adresse;code_postal;ville;email;telephone;site_web;latitude;longitude;saison;danses;familles_de_danses;url_fiche;slug
Les cowboys de Coursan;recently_disaffiliated;UNAFFILIATED_STRUCTURE;domaine de lastours;11110;COURSAN;berjomart@gmail.com;0667947658;www.countrycoursan.wixsite.com/roro;43.26409;3.06862;;;;https://www.ffdanse.fr/structures/232-les-cowboys-de-coursan;232-les-cowboys-de-coursan
Les Dansaïres;affiliated;AFFILIATED_STRUCTURE;22 Rue Jean Renoir;34130;Saint-Aunès;dansaires@free.fr;0670163541;;43.6417229;3.9584525;2026;Bachata | Breaking | Country And Line | Regards chorégraphiques | Rock et DA | Salsa | West Coast Swing;Bachata | Breaking | Country & line | Ateliers de création | Contemporain | Rock sauté | Salsa | West Coast Swing;https://www.ffdanse.fr/structures/769-les-dansaires;769-les-dansaires
Les danseurs du farwest;affiliated;AFFILIATED_STRUCTURE;24 BIS CHEMIN DES ALIZES;97419;LA POSSESSION;danseursdufarwest@gmail.com;0692343257;;;;2026;Country And Line | Country Danse en Couple - DC | Country Danse en Couple - DC Pro AM | Country Danse en Formation - DF Cabaret Team | Country Danse en Formation - DF Crea Team | Country Danse en Formation - DF Loisirs Team | Country Danse en Formation - DF Quad | Country Danse en Formation - DF Show Team | Country Danse en ligne - DL | Country Danse en Ligne - DL Pop Line | Country Danse Partner - DP | Country Ecriture Choregraphique - EC | DC Pro AM;Country & line;https://www.ffdanse.fr/structures/2043-les-danseurs-du-farwest;2043-les-danseurs-du-farwest
les doliphines;affiliated;AFFILIATED_STRUCTURE;12/6 PARC DU BON SECOURS, wimille, 62126;62126;wimille;ludosu@hotmail.fr;0699282529;;50.7425916;1.6272764;2026;Classique | Comedie Musicale | Contemporain | Danses Solo | Hip Hop | Orientale | Zumba;Classique | Comédie musicale | Ateliers de création | Contemporain | Danses hip-hop | Danses ethniques | Zumba;https://www.ffdanse.fr/structures/4063-les-doliphines;4063-les-doliphines
Les Enfants de Guer;recently_disaffiliated;UNAFFILIATED_STRUCTURE;Complexe sportif St Gurval, Rue du Manoir;56380;Guer;enfantsdeguerdanse@gmail.com;0771045754;;47.9045865;-2.1211635;;;;https://www.ffdanse.fr/structures/5809-les-enfants-de-guer;5809-les-enfants-de-guer
les espoirs de la danse;affiliated;AFFILIATED_STRUCTURE;300 rue roland garros, le 300;34130;mauguio;francoise.beraut@hotmail.fr;0467875949;;43.590111;3.9387817;2026;Barre au Sol | Classique | Contemporain | Hip Hop | Jazz;Barre au sol classique | Barre au sol contemporaine | Classique | Ateliers de création | Contemporain | Danses hip-hop | Modern jazz | Jazz;https://www.ffdanse.fr/structures/5483-les-espoirs-de-la-danse;5483-les-espoirs-de-la-danse
Les etoiles d'ornon;affiliated;AFFILIATED_STRUCTURE;15 rue marechal gallieni;33140;villenave d'ornon;lesetoilesdornon@gmail.com;0628016125;https://lesetoilesdornon.fr/;44.7727018;-0.5570949;2026;Country Danse Partner - DP | Country Danse en Couple - DC | Country Danse en Couple - DC Pro AM | Country Danse en Formation - DF Cabaret Team | Country Danse en Formation - DF Crea Team | Country Danse en Formation - DF Loisirs Team | Country Danse en Formation - DF Quad | Country Danse en Formation - DF Show Team | Country Danse en Ligne - DL Pop Line | Country Danse en ligne - DL | Country Ecriture Choregraphique - EC | DC Pro AM;;https://www.ffdanse.fr/structures/3430-les-etoiles-d-ornon;3430-les-etoiles-d-ornon
LES EVERYOUNGCOUNTRY;affiliated;AFFILIATED_STRUCTURE;1 rue de la Tine;34260;LE BOUSQUET D'ORB;leseveryoungcountry@gmail.com;0633250318;https://leseveryoung.wordpress.com/;43.6942173;3.1647915;2026;Country And Line;Country & line;https://www.ffdanse.fr/structures/2958-les-everyoungcountry;2958-les-everyoungcountry
Les Fanas du Dancing;affiliated;AFFILIATED_STRUCTURE;Mairie de Saint André des Eaux;44117;Saint André des Eaux;severine.fraudin@wanadoo.fr;0667801568;http://lesfanasdudancing.e-monsite.com;47.3136214;-2.3106295;2026;Bachata | Danse en solo Latine | Danses Solo | Dix Danses | Eveil à la Danse | Folklorique | Jazz | Kizomba | Latines | Rock | Salsa | Societe | Solo Team Lat / Std | Standards;Bachata | Danses latines | Danses standards | Danses traditionnelles | Modern jazz | Jazz | Kizomba | Rock'n'roll | Salsa | Danses de salon;https://www.ffdanse.fr/structures/950-les-fanas-du-dancing;950-les-fanas-du-dancing
LES FLAMBOYANTS DE SOULA;affiliated;AFFILIATED_STRUCTURE;9 Allee des Alamandas Lot Buis;97355;MACOURIA;lesflamboyants97355@gmail.com;+594694288778;;5.014431;-52.4742362;2026;Folklorique;Danses traditionnelles;https://www.ffdanse.fr/structures/5318-les-flamboyants-de-soula;5318-les-flamboyants-de-soula
Les fondues de la pole;affiliated;AFFILIATED_STRUCTURE;99 rue Pasteur;73000;CHAMBERY;lesfonduesdelapole@gmail.com;0766335842;lesfonduesdelapole.com;45.5651714;5.9268991;2026;Pole Dance;Pole dance;https://www.ffdanse.fr/structures/2110-les-fondues-de-la-pole;2110-les-fondues-de-la-pole
LES FOUS 2 DANSE;affiliated;AFFILIATED_STRUCTURE;102, rue de Paris;77200;torcy;lesfous2danse@gmail.com;0688980262;;48.8502218;2.6452132;2026;Boogie Woogie | Dix Danses | Latines | Lindy Hop | OLD : Salsa, Bachata, Kizomba | Rock Formation | Rock et DA | Standards | West Coast Swing;Boogie-Woogie | Danses latines | Danses standards | Lindy hop | Salsa | Bachata | Rock'n'roll | Rock sauté | West Coast Swing;https://www.ffdanse.fr/structures/2888-les-fous-2-danse;2888-les-fous-2-danse
Les Gazelles;affiliated;AFFILIATED_STRUCTURE;47 Avenue de la république;15400;Riom-ès-Montagnes;lesgazelles15@gmail.com;0665091659;;45.2829765;2.6541915;2026;Jazz;Modern jazz | Jazz;https://www.ffdanse.fr/structures/365-les-gazelles;365-les-gazelles
les gribouilles;affiliated;AFFILIATED_STRUCTURE;1009 avenue frederic mistral;83630;regusse;excoffieraudrey@hotmail.fr;0650686143;;43.6527062;6.1415346;2026;Eveil à la Danse | Latines | New Style | Regards chorégraphiques;Danses latines | Danses hip-hop | Ateliers de création | Contemporain;https://www.ffdanse.fr/structures/4204-les-gribouilles;4204-les-gribouilles
LES INSEPARABLES;recently_disaffiliated;UNAFFILIATED_STRUCTURE;Rue des écoles;62240;Menneville;assolesinseparables@orange.fr;0785851968;;46.227638;2.213749;2026;Contemporain;Ateliers de création | Contemporain;https://www.ffdanse.fr/structures/5362-les-inseparables;5362-les-inseparables
LES JEUNES AMIS DE LA DANSE;recently_disaffiliated;UNAFFILIATED_STRUCTURE;1, avenue du Champ de la Caille, LA HUNE;86280;SAINT BENOIT;jad.saintbenoit.infos@gmail.com;06 59 11 48 44;https://www.jadanse.fr/;46.557567;0.343553;;;;https://www.ffdanse.fr/structures/5341-les-jeunes-amis-de-la-danse;5341-les-jeunes-amis-de-la-danse
Les Maixicanos Ondulations;affiliated;AFFILIATED_STRUCTURE;18 rue du château;54370;MAIXE;maixicanos@gmail.com;0675130603;;49.1558583;5.7909688;2026;Danse en solo Latine | Latines;Danses latines;https://www.ffdanse.fr/structures/2162-les-maixicanos-ondulations;2162-les-maixicanos-ondulations
Les Mordus de la Piste;affiliated;AFFILIATED_STRUCTURE;13, chemin d'Amance;54130;Dommartemont;mordus.de.la.piste@free.fr;0616931995;www.mordusdelapiste.fr;48.7134333;6.2106419;2026;Bachata | Claquettes | Classique | Contemporain | Country And Line | Danse en solo Latine | Danse en solo Standard | Dix Danses | Hip Hop | Latines | Orientale | Rock | Salsa | Show Dance Latine | Show Dance Standard | Societe | Solo Team Lat / Std | Standards | Street Dance | Zumba;Bachata | Claquettes | Classique | Ateliers de création | Contemporain | Country & line | Danses latines | Danses standards | Danses hip-hop | Danses ethniques | Rock'n'roll | Salsa | Danses de salon | Zumba;https://www.ffdanse.fr/structures/5411-les-mordus-de-la-piste;5411-les-mordus-de-la-piste
Les Mustangs;affiliated;AFFILIATED_STRUCTURE;35 RUE DE SAVOIE, Chez FLAUJAT Nathalie;01510;Artemare;artemarecountry@hotmail.fr;0612283366;lesmustangsartemare01.e-monsite.com;45.8736189;5.6987633;2026;Country And Line | Zumba;Country & line | Zumba;https://www.ffdanse.fr/structures/108-les-mustangs;108-les-mustangs
LES NOISETINES DE CABANAC ET VILLAGRAINS;affiliated;AFFILIATED_STRUCTURE;9;33650;Cabanac-Et-Villagrains - (33650);lionel.coubra@orange.fr;0601795733;;44.6053634;-0.5446912;2026;Breaking | Classique | Contemporain | Eveil à la Danse | Hip Hop | Jazz | New Style | Ragga | Street Dance;Breaking | Classique | Ateliers de création | Contemporain | Danses hip-hop | Modern jazz | Jazz;https://www.ffdanse.fr/structures/5913-les-noisetines-de-cabanac-et-villagrains;5913-les-noisetines-de-cabanac-et-villagrains
Les Oceannes de Sennecey le Grand;recently_disaffiliated;UNAFFILIATED_STRUCTURE;Mairie Sennecey le Grand;71240;Sennecey le grand;paulinehyvrier@yahoo.fr;0619983353;;46.638739;4.86918;;;;https://www.ffdanse.fr/structures/1434-les-oceannes-de-sennecey-le-grand;1434-les-oceannes-de-sennecey-le-grand
Les P'tits Rats des Corbières;affiliated;AFFILIATED_STRUCTURE;DOMAINE DE COUIZE;11330;PALAIRAC;lesptitsratsdescorbieres@gmail.com;06 30 04 55 03;;42.9572829;2.660644;2026;Classique;Classique;https://www.ffdanse.fr/structures/4635-les-p-tits-rats-des-corbieres;4635-les-p-tits-rats-des-corbieres
Les Pas Dansants;affiliated;AFFILIATED_STRUCTURE;place jollan de clerville, mairie de saint-viaud;44320;Saint-Viaud;lespasdansants@gmail.com;0684292212;www.lespasdansants.com;47.256301;-2.018918;2026;Jazz;Modern jazz | Jazz;https://www.ffdanse.fr/structures/4654-les-pas-dansants;4654-les-pas-dansants
Les pas rythmés;affiliated;AFFILIATED_STRUCTURE;147 A rue Freyfeld;57820;Saint-Louis;lespasrythmes@yahoo.fr;0387079441;;48.7170855;7.1882065;2026;Societe;Danses de salon;https://www.ffdanse.fr/structures/1104-les-pas-rythmes;1104-les-pas-rythmes
Les Petites Fées;affiliated;AFFILIATED_STRUCTURE;119 impasse des Acacias;47200;Virazeil;lespetitesfeesvirazeil@gmail.com;0608724502;;44.505866;0.218871;2026;Eveil à la Danse | Pilates | Ragga;Danses hip-hop;https://www.ffdanse.fr/structures/3976-les-petites-fees;3976-les-petites-fees
les petits chaussons d'or;recently_disaffiliated;UNAFFILIATED_STRUCTURE;mairie de chavrieres;60710;CHEVRIERES;helene.rebelo@gmail.com;0665571988;;49.3472419;2.6812595;;;;https://www.ffdanse.fr/structures/4212-les-petits-chaussons-d-or;4212-les-petits-chaussons-d-or
Les Pieds Nus;affiliated;AFFILIATED_STRUCTURE;27 rue Joseph Le Brix;29200;Brest;asso.lespiedsnus@gmail.com;0688305771;www.lespiedsnus.net;48.3939043;-4.4667971;2026;Contemporain;Ateliers de création | Contemporain;https://www.ffdanse.fr/structures/4264-les-pieds-nus;4264-les-pieds-nus
Les Pointes de L'Avenir;affiliated;AFFILIATED_STRUCTURE;82 rue Victor Hugo;29200;Brest;lespointesdelavenir@orange.fr;0298434686;www.ecolededanse-lespointesdelavenir.fr;48.3896777;-4.4759389;2026;Classique | Contemporain | Jazz;Classique | Ateliers de création | Contemporain | Modern jazz | Jazz;https://www.ffdanse.fr/structures/2527-les-pointes-de-l-avenir;2527-les-pointes-de-l-avenir
Les premiers pas danse;affiliated;AFFILIATED_STRUCTURE;30 rue Eliard Laude Cité Jacques Duclos;97419;LA POSSESSION;d.cascade@orange.fr;0692025957;;0;0;2026;Autres Danses | Dix Danses | Latines | OLD : Salsa, Bachata, Kizomba | Societe | Standards | Tango Argentin;Danses latines | Danses standards | Salsa | Bachata | Danses de salon | Tango argentin;https://www.ffdanse.fr/structures/2002-les-premiers-pas-danse;2002-les-premiers-pas-danse
Les Rolling Tiags 66;affiliated;AFFILIATED_STRUCTURE;7 Rue du Jinjulé;66200;ELNE;karinemoya662@gmail.com;0670285791;;42.6035449;2.9717024;2026;Country And Line;Country & line;https://www.ffdanse.fr/structures/1321-les-rolling-tiags-66;1321-les-rolling-tiags-66
Les Sables Danse;affiliated;AFFILIATED_STRUCTURE;6 Allée du Vermenou, LE CHATEAU D'OLONNE;85180;LES SABLES D'OLONNE;fnomballais@gmail.com;0613573361;;46.4765818;-1.7471456;2026;Classique | Contemporain | Hip Hop | Jazz | Transversal;Classique | Ateliers de création | Contemporain | Danses hip-hop | Modern jazz | Jazz;https://www.ffdanse.fr/structures/1775-les-sables-danse;1775-les-sables-danse
Les Santiags Cleonnaises;affiliated;AFFILIATED_STRUCTURE;SALLE DE L'ONDINE, route de tourville;76410;Cléon;helene.ruedolf@gmail.com;0619904261;;49.315798;1.032768;2026;Country And Line | ancien nom à supprimer;Country & line;https://www.ffdanse.fr/structures/1544-les-santiags-cleonnaises;1544-les-santiags-cleonnaises
Les Studios 2 C;affiliated;AFFILIATED_STRUCTURE;1645 route de la légion, Camp Major - le Galaxie;13400;AUBAGNE;lesstudios2c@gmail.com;0650430843;www.studios2c.fr;43.2878835;5.5410169;2026;Barre au Sol | Classique | Contemporain | Hip Hop | Jazz | Cabaret | Eveil à la Danse | Pilates | Regards chorégraphiques;Barre au sol classique | Barre au sol contemporaine | Classique | Ateliers de création | Contemporain | Danses hip-hop | Modern jazz | Jazz | Cabaret;https://www.ffdanse.fr/structures/344-les-studios-2-c;344-les-studios-2-c
Les studios MZ;affiliated;AFFILIATED_STRUCTURE;2A, rue des romains;08000;Charleville Mézières;contact@studiomz.fr;0686672700;;49.7766344;4.7271248;2026;Classique | Hip Hop | Jazz;Classique | Danses hip-hop | Modern jazz | Jazz;https://www.ffdanse.fr/structures/4936-les-studios-mz;4936-les-studios-mz
Les Talons Sauvages;affiliated;AFFILIATED_STRUCTURE;2 bis Place de Touraine;78000;VERSAILLES;contact@talons-sauvages.com;0650917378;;48.8041395;2.1623263;2026;Country And Line | ancien nom à supprimer;Country & line;https://www.ffdanse.fr/structures/1633-les-talons-sauvages;1633-les-talons-sauvages
LES TAXIS ZOUKEURS;affiliated;AFFILIATED_STRUCTURE;2 rue Pierre SEMARD;92220;BAGNEUX;team.taxiszoukeurs@gmail.com;06 40 24 83 83;https://admin.helloasso.com/les-taxis-zoukeurs/;48.7978799;2.2953277;2026;Zouk;;https://www.ffdanse.fr/structures/6351-les-taxis-zoukeurs;6351-les-taxis-zoukeurs
Les Temps Dan'C;affiliated;AFFILIATED_STRUCTURE;16 BIS RUE DU GAZONNET;77540;LUMIGNY NESLES ORMEAUX;lestempsdanc@gmail.com;0669006854;;48.7386283;2.9499085;2026;Autres Danses | Comedie Musicale | Eveil à la Danse | Regards chorégraphiques;Comédie musicale | Ateliers de création | Contemporain;https://www.ffdanse.fr/structures/4175-les-temps-dan-c;4175-les-temps-dan-c
LES TROUBADAOURS;affiliated;AFFILIATED_STRUCTURE;22 RUE D'AMIENS;80800;DAOURS;troubadaours80@gmail.com;0688224759;;49.9002833;2.442399;2026;Zumba;Zumba;https://www.ffdanse.fr/structures/5260-les-troubadaours;5260-les-troubadaours
Les Vies dansent - Bachat'Academy;affiliated;AFFILIATED_STRUCTURE;Vallée de la Piata, LD CINALE;20167;tavaco;lvd.bachatacademy@gmail.com;0609954201;;42.034855;8.899247;2026;Bachata | Bachata Team Couple | Bachata Team Styling | Danse Inclusive | Danse Show | Danses Solo | Duo bachata Shines | Eveil à la Danse | Kizomba | Kizomba Chorégraphie | Latino Caraibes | Show Latino Caraïbe | Teams SBK | Breaking | Hip Hop | New Style | Street Dance;Bachata | Disco | Kizomba | Danses latino-caraïbes | Salsa | Breaking | Danses hip-hop;https://www.ffdanse.fr/structures/2616-les-vies-dansent-bachat-academy;2616-les-vies-dansent-bachat-academy
les vies dansent 64;affiliated;AFFILIATED_STRUCTURE;26 avenue Pierre Larramendy, résidence mendian, 64500;64500;Saint jean de luz;lvdansent64@gmail.com;0638939733;;43.3832366;-1.6543505;2026;Barre au Sol | Contemporain | Danse Inclusive | Jazz;Barre au sol classique | Barre au sol contemporaine | Ateliers de création | Contemporain | Modern jazz | Jazz;https://www.ffdanse.fr/structures/5303-les-vies-dansent-64;5303-les-vies-dansent-64
LES VOIES DE LA NOUVELLE RUE (V.N.R);affiliated;AFFILIATED_STRUCTURE;19 Rue de Tourville, immeuble, 93600;93600;Aulnay sous bois;asso.vnr@gmail.com;0620125429;https://www.facebook.com/assoVNR;48.9586035;2.4963148;2026;Africaine | Breaking | Hip Hop | House | Jazz | Krump | Locking | New Style | Orientale | Poping | Ragga | Street Dance | Zumba;Danses ethniques | Breaking | Danses hip-hop | Modern jazz | Jazz | Zumba;https://www.ffdanse.fr/structures/3299-les-voies-de-la-nouvelle-rue-v-n-r;3299-les-voies-de-la-nouvelle-rue-v-n-r
Les Z'Envolées;affiliated;AFFILIATED_STRUCTURE;10 avenue de la Guerche;44250;Saint-Brevin-les-Pins;leszenvolees@gmail.com;0689344418;Leszenvolees.fr;47.2416839;-2.1619755;2026;Danse aérienne;Danses aériennes;https://www.ffdanse.fr/structures/3340-les-z-envolees;3340-les-z-envolees
Les Écorchés;affiliated;AFFILIATED_STRUCTURE;17 Rue de l'Engoulevent, 42800;42800;Rive-de-Gier;lesecorches.danse@gmail.com;0682606397;www.lesecorches.fr;45.5171979;4.609136;2026;Contemporain | Danse Inclusive | Danses Solo | Eveil à la Danse | Jazz | Regards chorégraphiques | Transversal;Ateliers de création | Contemporain | Modern jazz | Jazz;https://www.ffdanse.fr/structures/6239-les-ecorches;6239-les-ecorches
Lesdixquidansent;affiliated;AFFILIATED_STRUCTURE;18, rue Voulot;25250;ISLE-SUR-LE-DOUBS;chauvin.j.luc@wanadoo.fr;06 24 99 69 26;lesdixquidansent.e-monsite.com;47.4488876;6.5884925;2026;Bachata | Boogie Woogie | Country And Line | Latines | Lindy Hop | Rock et DA | Societe | Standards | Rock'n'Roll | West Coast Swing;Bachata | Boogie-Woogie | Country & line | Danses latines | Lindy hop | Rock sauté | Danses de salon | Danses standards | Rock'n'roll | West Coast Swing;https://www.ffdanse.fr/structures/2411-lesdixquidansent;2411-lesdixquidansent
LESPI'POP DANSE;affiliated;AFFILIATED_STRUCTURE;1 RUE DE L'ARAMON, BAT B APPARTEMENT 18;34710;LESPIGNAN;eric.lamelyn@orange.fr;06.14.30.32.44;;43.268442;3.168618;2026;Country And Line | Country Danse Partner - DP | Country Danse en Couple - DC | Country Danse en Couple - DC Pro AM | Country Danse en Formation - DF Cabaret Team | Country Danse en Formation - DF Crea Team | Country Danse en Formation - DF Loisirs Team | Country Danse en Formation - DF Quad | Country Danse en Formation - DF Show Team | Country Danse en Ligne - DL Pop Line | Country Danse en ligne - DL | Country Ecriture Choregraphique - EC | DC Pro AM;Country & line;https://www.ffdanse.fr/structures/5985-lespi-pop-danse;5985-lespi-pop-danse
Let's dance;affiliated;AFFILIATED_STRUCTURE;Salle veltin, rue Mademoiselle Veltin;02700;Quessy-Cité;maryse.gladieux@sfr.fr;0608493141;;49.664752;3.286993;2026;Autres Danses | Classique | Jazz;Classique | Modern jazz | Jazz;https://www.ffdanse.fr/structures/117-let-s-dance;117-let-s-dance
Let's dance;affiliated;AFFILIATED_STRUCTURE;1658 Route de Saint Chamas;13140;Miramas;letsdance13@outlook.fr;0608747911;;43.5610004;5.0154764;2026;Bachata | OLD : Salsa, Bachata, Kizomba | Salsa;Bachata | Salsa;https://www.ffdanse.fr/structures/3528-let-s-dance;3528-let-s-dance
Let's Dance;recently_disaffiliated;UNAFFILIATED_STRUCTURE;21 ALLEE DES ORMES, 78480;78480;VERNEUIL SUR SEINE;sylviemauraisin@gmail.com;0139289582;;48.972796;1.969759;;;;https://www.ffdanse.fr/structures/2898-let-s-dance;2898-let-s-dance
let's dance;recently_disaffiliated;UNAFFILIATED_STRUCTURE;6 rue du trefond;62860;sauchy lestrée;aliciabriez15@gmail.com;0645291024;;50.2274327;3.1025539;;;;https://www.ffdanse.fr/structures/5756-let-s-dance;5756-let-s-dance
Let's Dance;recently_disaffiliated;UNAFFILIATED_STRUCTURE;6 Rue de verdun, 06340;06340;Drap;letsdancedrap@gmail.com;0786719310;;43.7547216;7.3207866;;;;https://www.ffdanse.fr/structures/4060-let-s-dance;4060-let-s-dance
Let's dance Carrel;affiliated;AFFILIATED_STRUCTURE;14 rue de l'europe;14460;Colombelles;c.carrel@wanadoo.fr;0678216304;;49.1958221;-0.2883136;2026;Dix Danses | Latines | OLD : Salsa, Bachata, Kizomba | Rock et DA | Rock'n'Roll | Societe | Standards | ancien nom à supprimer;Danses latines | Danses standards | Salsa | Bachata | Rock sauté | Rock'n'roll | Danses de salon;https://www.ffdanse.fr/structures/363-let-s-dance-carrel;363-let-s-dance-carrel
let's dance company;affiliated;AFFILIATED_STRUCTURE;108 E CHEMIN RECHERCHANT, residence les banbous 2 Appt 7;97432;ravine des cabris  saint pierre;letsdance974@gmail.com;0692299379;;-21.2881857;55.4833643;2026;Country And Line;Country & line;https://www.ffdanse.fr/structures/4814-let-s-dance-company;4814-let-s-dance-company
LET'S DANCE MAUBEUGE;affiliated;AFFILIATED_STRUCTURE;4 RUE GIPPUS, APPARTEMENT 42;59600;MAUBEUGE;romain.wespsier@outlook.com;0611140393;https://www.letsdancemaubeuge.fr/page/3724900-accueil;50.2770613;3.9770905;2026;Bachata | Bachata Team Couple | Bachata Team Styling | Breaking | Contemporain | Danse Inclusive | Danse Verticale | Danse aérienne | Duo bachata Shines | Duo salsa Shines | Eveil à la Danse | Hip Hop | House | Kizomba | Kizomba Chorégraphie | Krump | Latino Caraibes | Locking | New Style | Parapole Artistique | Parapole sport | Pole Dance | Pole Sport | Poping | Ragga | Salsa | Salsa Team Couple | Salsa Team Styling | Show Latino Caraïbe | Societe | Street Dance | Teams SBK | Yoga danse | Assouplissement | Danse en solo Latine | Danse en solo Standard | Dix Danses | Latines | Show Dance Latine | Show Dance Standard | Solo Team Lat / Std | Standards | Zouk | Zumba;Bachata | Breaking | Ateliers de création | Contemporain | Danses aériennes | Danses hip-hop | Kizomba | Danses latino-caraïbes | Pole dance | Pole sport | Salsa | Danses de salon | Danses latines | Danses standards | Zumba;https://www.ffdanse.fr/structures/6145-let-s-dance-maubeuge;6145-let-s-dance-maubeuge
Levallois Sporting Club Danse 2000;affiliated;AFFILIATED_STRUCTURE;24 rue Louise Michel;92300;Levallois-Perret;Danses@levallois-sporting-club.fr;+33 6 62 93 54 74;https://levallois-sporting-club.com/danses/;48.8885137;2.2873419;2026;Bachata | Bollywood | Cabaret | Country And Line | Danse en solo Latine | Danse en solo Standard | Dix Danses | Eveil à la Danse | Jazz | Kizomba | Latines | Lindy Hop | Orientale | Rock'n'Roll | Salsa | Solo Team Lat / Std | Standards | Street Dance;Bachata | Danses ethniques | Cabaret | Country & line | Danses latines | Danses standards | Modern jazz | Jazz | Kizomba | Lindy hop | Rock'n'roll | Salsa | Danses hip-hop;https://www.ffdanse.fr/structures/1899-levallois-sporting-club-danse-2000;1899-levallois-sporting-club-danse-2000
Level'Up;affiliated;AFFILIATED_STRUCTURE;11 rue des hironvalles;60100;CREIL;asso.levelup@hotmail.com;0787477320;;49.2539832;2.4691596;2026;Africaine | Eveil à la Danse;Danses ethniques;https://www.ffdanse.fr/structures/5265-level-up;5265-level-up
LEVI'DANSE;affiliated;AFFILIATED_STRUCTURE;23 rue Sicard Alaman;81150;CASTELNAU-DE-LEVIS;family72@wanadoo.fr;0671443905;;43.9381046;2.0840814;2026;Eveil à la Danse | Jazz;Modern jazz | Jazz;https://www.ffdanse.fr/structures/4369-levi-danse;4369-levi-danse
LFJAZZ;affiliated;AFFILIATED_STRUCTURE;18 rue du Général de Monsabert;33500;LIBOURNE;lf.jazz@yahoo.fr;06 63 65 63 34;www.lfjazz.fr;44.9153715;-0.224084;2026;Barre au Sol | Eveil à la Danse | Jazz | Regards chorégraphiques | Street Dance;Barre au sol classique | Barre au sol contemporaine | Modern jazz | Jazz | Ateliers de création | Contemporain | Danses hip-hop;https://www.ffdanse.fr/structures/3935-lfjazz;3935-lfjazz
LH DANCE COMPAGNY;recently_disaffiliated;UNAFFILIATED_STRUCTURE;34 BOULEVARD DES ITALIENS;75009;PARIS;com.salsalianza@gmail.com;06 50 95 36 95;www.salsalianza.fr;48.8713879;2.3351094;;;;https://www.ffdanse.fr/structures/5892-lh-dance-compagny;5892-lh-dance-compagny
LIBER' DANSE;affiliated;AFFILIATED_STRUCTURE;1 rue des Auvannes;37210;Parçay-Meslay;liberdanse@gmail.com;+33666944588;;47.4364255;0.7438699;2026;Dix Danses | Latines | Standards;Danses latines | Danses standards;https://www.ffdanse.fr/structures/3005-liber-danse;3005-liber-danse
Liberty's dancers Bauvin Provin;affiliated;AFFILIATED_STRUCTURE;20 bis chemin d'Epinoy;59221;BAUVIN;elisa5962@hotmail.fr;0669911683;;50.5087654;2.8995773;2026;Country And Line;Country & line;https://www.ffdanse.fr/structures/2938-liberty-s-dancers-bauvin-provin;2938-liberty-s-dancers-bauvin-provin
Libi na weli;affiliated;AFFILIATED_STRUCTURE;1531 Av Christophe Colomb;97320;Saint Laurent du Maroni;libindansi@gmail.com;+33642715015;;5.5036634;-54.0294336;2026;Afro-contemporaine | Breaking | Contemporain | Danse Inclusive | Danses Solo | Eveil à la Danse | Hip Hop | Regards chorégraphiques | Street Dance;Afro-jazz | Breaking | Ateliers de création | Contemporain | Danses hip-hop;https://www.ffdanse.fr/structures/5943-libi-na-weli;5943-libi-na-weli
LIBR'ACTION DANSES CHATEL-NOMEXY;affiliated;AFFILIATED_STRUCTURE;4 ROUTE DE LA VERRERIE;88330;CHATEL SUR MOSELLE;libraction88@gmail.com;0626994523;;48.3150443;6.3951908;2026;Contemporain | Danse Show | Danses Solo | Disco | Formation Rock Girls | Formation Rock Juniors | Jazz | Regards chorégraphiques | Rock | Rock Artistique Fédéral | Rock Formation | Rock Juniors | Rock Saute | Rock et DA | Rock'n Roll Fédéral | Rock'n'Roll | Show Dance Standard;Ateliers de création | Contemporain | Disco | Modern jazz | Jazz | Rock'n'roll | Rock sauté | Danses standards;https://www.ffdanse.fr/structures/5288-libr-action-danses-chatel-nomexy;5288-libr-action-danses-chatel-nomexy
Ligne de danse de Paris;affiliated;AFFILIATED_STRUCTURE;9, rue Guenot;75011;PARIS;lignededanse@gmail.com;0621624892;https://www.facebook.com/LignededansedeParis/;48.8514522;2.3921146;2026;Rock | Rock Acrobatique | Rock Acrobatique Fédéral | Rock Artistique Fédéral | Rock Formation | Rock Main Class Contact Style | Rock Main Class Free Style | Rock Saute | Rock et DA | Rock'n Roll Fédéral | Rock'n'Roll | Small Formation Rock Ladies;Rock'n'roll | Rock acrobatique | Rock sauté;https://www.ffdanse.fr/structures/1479-ligne-de-danse-de-paris;1479-ligne-de-danse-de-paris
LIGN’DANCE;affiliated;AFFILIATED_STRUCTURE;27 rue Louise Dollez;59191;Ligny en Cambrésis;cindy.boquillon1258@outlook.fr;0769601997;;50.1000701;3.3754896;2026;Contemporain;Ateliers de création | Contemporain;https://www.ffdanse.fr/structures/5299-lign-dance;5299-lign-dance
Limoges Club de Danse;affiliated;AFFILIATED_STRUCTURE;11 allée Louis Daubenton;87280;LIMOGES;larochepaul@hotmail.com;0555322737;www.danselaroche.fr;45.8756402;1.2898775;2026;Dix Danses | Latines | OLD : Salsa, Bachata, Kizomba | Standards;Danses latines | Danses standards | Salsa | Bachata;https://www.ffdanse.fr/structures/1820-limoges-club-de-danse;1820-limoges-club-de-danse
